PMID,Title,Abstract
35186172,Human/SARS-CoV-2 genome-scale metabolic modeling to discover potential antiviral targets for COVID-19.,"BACKGROUND: Coronavirus disease 2019 (COVID-19) has caused a substantial increase in mortality and economic and social disruption. The absence of US Food and Drug Administration-approved drugs for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) highlights the need for new therapeutic drugs to combat COVID-19. METHODS: The present study proposed a fuzzy hierarchical optimization framework for identifying potential antiviral targets for COVID-19. The objectives in the decision-making problem were not only to evaluate the elimination of the virus growth, but also to minimize side effects causing treatment. The identified candidate targets could promote processes of drug discovery and development. SIGNIFICANT FINDINGS: Our gene-centric method revealed that dihydroorotate dehydrogenase (DHODH) inhibition could reduce viral biomass growth and metabolic deviation by 99.4% and 65.6%, respectively, and increase cell viability by 70.4%. We also identified two-target combinations that could completely block viral biomass growth and more effectively prevent metabolic deviation. We also discovered that the inhibition of two antiviral metabolites, cytidine triphosphate (CTP) and uridine-5'-triphosphate (UTP), exhibits effects similar to those of molnupiravir, which is undergoing phase III clinical trials. Our predictions also indicate that CTP and UTP inhibition blocks viral RNA replication through a similar mechanism to that of molnupiravir."
35113690,Lethal mutagenesis as an antiviral strategy.,[Figure: see text].
35130559,Pyrimidine inhibitors synergize with nucleoside analogues to block SARS-CoV-2.,"The SARS-CoV-2 virus has infected more than 261 million people and has led to more than 5 million deaths in the past year and a half(1) ( https://www.who.org/ ). Individuals with SARS-CoV-2 infection typically develop mild-to-severe flu-like symptoms, whereas infection of a subset of individuals leads to severe-to-fatal clinical outcomes(2). Although vaccines have been rapidly developed to combat SARS-CoV-2, there has been a dearth of antiviral therapeutics. There is an urgent need for therapeutics, which has been amplified by the emerging threats of variants that may evade vaccines. Large-scale efforts are underway to identify antiviral drugs. Here we screened approximately 18,000 drugs for antiviral activity using live virus infection in human respiratory cells and validated 122 drugs with antiviral activity and selectivity against SARS-CoV-2. Among these candidates are 16 nucleoside analogues, the largest category of clinically used antivirals. This included the antivirals remdesivir and molnupiravir, which have been approved for use in COVID-19. RNA viruses rely on a high supply of nucleoside triphosphates from the host to efficiently replicate, and we identified a panel of host nucleoside biosynthesis inhibitors as antiviral. Moreover, we found that combining pyrimidine biosynthesis inhibitors with antiviral nucleoside analogues synergistically inhibits SARS-CoV-2 infection in vitro and in vivo against emerging strains of SARS-CoV-2, suggesting a clinical path forward."
35056802,Potential COVID-19 Drug Candidates Based on Diazinyl-Thiazol-Imine Moieties: Synthesis and Greener Pastures Biological Study.,"A novel series of 1-aryl-N-[4-phenyl-5-(arylazo)thiazol-2-yl)methanimines has been synthesized via the condensation of 2-amino-4-phenyl-5-arylazothiazole with various aromatic aldehydes. The synthesized imines were characterized by spectroscopic techniques, namely (1)H and (13)C-NMR, FTIR, MS, and Elemental Analysis. A molecular comparative docking study for 3a-f was calculated, with reference to two approved drugs, Molnupiravir and Remdesivir, using 7BQY (M(pro); PDB code 7BQY; resolution: 1.7 A°) under identical conditions. The binding scores against 7BQY were in the range of -7.7 to -8.7 kcal/mol for 3a-f. The high scores of the compounds indicated an enhanced binding affinity of the molecules to the receptor. This is due to the hydrophobic interactions and multi-hydrogen bonds between 3a-f ligands and the receptor's active amino acid residues. The main aim of using in silco molecular docking was to rank 3a-f with respect to the approved drugs, Molnupiravir and Remdesivir, using free energy methods as greener pastures. A further interesting comparison presented the laydown of the ligands before and after molecular docking. These results and other supporting statistical analyses suggested that ligands 3a-f deserve further investigation in the context of potential therapeutic agents for COVID-19. Free-cost, PASS, SwissADME, and Way2drug were used in this research paper to determine the possible biological activities and cytotoxicity of 3a-f."
35289434,Advances in the Omicron variant development.,"Severe acute respiratory syndrome coronavirus (SARS-CoV)-2 has spread worldwide, leading the World Health Organization (WHO) to declare a pandemic, on 11 March 2020. Variants of concern have appeared at regular intervals-Alpha, Beta, Gamma, Delta, and now Omicron. Omicron variant, first identified in Botswana in November 2021, is rapidly becoming the dominant circulating variant. In this review, we provide an overview regarding the molecular profile of the Omicron variant, epidemiology, transmissibility, the impact on vaccines, as well as vaccine escape, and finally, we report the pharmacological agents able to block the endocellular entry of SARS-CoV-2 or to inhibit its viral replication. The Omicron has more than 50 mutations, of which the spike protein has 26-35 amino acids different from the original SARS-CoV-2 virus or the Delta, some of which are associated with humoral immune escape potential and greater transmissibility. Omicron has a significant growth advantage over Delta, leading to rapid spread with higher incidence levels. The disease so far has been mild compared to the Delta. The two vaccination doses offer little or no protection against Omicron infection while the booster doses provide significant protection against mild illness and likely offer even greater levels of protection against serious illness. Recently, new oral antiviral agents such as molnupiravir and paxlovid have been approved and represent important therapeutic alternatives to antiviral remdesivir. In addition, monoclonal antibodies such as casirivimab/imdevimab bind different epitopes of the spike protein receptor; is this class of drugs effective against the Omicron variant? However, more research is needed to define whether Omicron is indeed more infectious and whether the vaccines, monoclonal antibodies, and antivirals currently available are effective."
35381167,Model-based cost-effectiveness analysis of oral antivirals against SARS-CoV-2 in Korea.,"OBJECTIVES: Countries authorized the emergency use of oral antiviral agents in patients with mild-to-moderate COVID-19. We assessed the cost-effectiveness of introducing these novel oral antiviral agents to reduce the number of severe patients infected with SARS-CoV-2 and the burden of the medical systems. METHODS: From the existing COVID-19 Epidemiology Model, we projected the number of people who require hospital/ICU admissions in Korea in 2022. Treatment scenarios included (i) all adults, (ii) elderly, and (iii) adult patients with underlying diseases administered molnupiravir or nirmatrelvir/ritonavir vis-a-vis standard care. Under the current health systems capacity, we calculate the incremental cost per severe patient averted and per net admission for each scenario relative to standard care. RESULTS: An estimated, 236,510 COVID-19 patients would require hospital/ICU in Korea in 2022 with standard care. Nirmatrelvir/ritonavir (87% efficacy) is expected to reduce the number of severe patients requiring hospital/ICU admissions by 80%, 24%, and 17% (25%, 8%, and 4% by molnupiravir with 30% efficacy) when targeting all adults, adults with underlying diseases, and elderly patients, respectively. Administration of Nirmatrelvir/ritonavir may be cost-effective as $1,454, $8,878, and $8,964 (while molnupiravir may be less likely cost-effective as $7,915, $28,492, $29,575) per severe patient averted if targeted respectively to the target group mentioned above, compared to standard care. CONCLUSION: In Korea, oral nirmatrelvir/ritonavir treatment of symptomatic COVID-19 patients can be highly cost-effective if targeted to elderly patients while substantially reducing hospital admission demand below the health systems capacity limit if all adult patients are targeted compared to standard care."
35249356,An industry update: what's new in the field of therapeutic delivery?,"This Industry Update provides an overview of the some of the key events in the pharmaceutical world in December 2021. In this month Eli Lilly & Co invested heavily in drug discovery with deals with Regor Therapeutics on metabolic diseases, and Foghorn Therapeutics on cancer and other diseases caused by faults in the regulation of chromatin unpacking and repacking. Treatments for Covid-19 also feature heavily with the emergency authorization of molnupiravir and Paxlovid™ in the USA, and BiondVax's collaboration agreement with Max Planck and the University Medical Center, Göttingham on their alpaca-based single-chain antibodies targeting the SARS-CoV-2 spike protein. Lastly, this month brought good news on several diseases with poor prognosis and no or limited treatment options. This included Novartis's acquisition of Gyroscope and its gene therapy for age-related macular degeneration, Merck's purchase of Chord Therapeutics and the rights of develop cladribine for generalized myasthenia gravis and neuromyelitis optica spectrum disorders, positive phase III interim results for UCB's, Bimzelx(®), in ankylosing spondylitis and AstraZeneca and Ionis co-development and commercialization deal on eplontersen for transthyretin amyloidosis."
35462919,Thymoquinone's Antiviral Effects: It is Time to be Proven in the Covid-19 Pandemic Era and its Omicron Variant Surge.,"The COVID-19 pandemic has impacted every country in the world. With more than 400 million cases and more than 5.5 million deaths. The FDA either approved or authorized the emergency use for three vaccines against COVID-19. The treatment options of COVID-19 are very limited. Multiple complementary and alternative medicine modalities were suggested to be efficacious in the treatment of COVID-19 such as Thymoquinone. The effects of Thymoquinone have been examined and multiple studies indicate a promising beneficial effect. However, the current body of research is limited in terms of its scope, quality, and quantity. While higher-quality studies are required, physicians do not routinely recommend the use of marketed supplements of natural products, including Thymoquinone for COVID-19. Given the numerous suggested positive effects of Thymoquinone, including anti-inflammatory and antimicrobial properties, additional research is required to confirm or refute these promising benefits. Complementary and alternative medicine is an area that requires additional evidence-based practice and research to confirm effects observed in clinical practice."
35029292,Efficacy of the use of mefenamic acid combined with standard medical care vs. standard medical care alone for the treatment of COVID‑19: A randomized double‑blind placebo‑controlled trial.,"Mefenamic acid is a non‑steroidal anti‑inflammatory drug exhibiting a wide range of anti‑inflammatory, antipyretic, analgesic and probable antiviral activities. The present study evaluated the efficacy of treatment with mefenamic acid combined with standard medical care vs. standard medical care plus a placebo in ambulatory patients with coronavirus disease 2019 (COVID‑19; nasal/oropharyngeal swabs reverse transcription‑PCR test results positive for severe acute respiratory syndrome coronavirus 2). The present study is a phase II prospective, two‑arm, parallel‑group, randomized, double‑blind placebo‑controlled clinical trial which analyzed 36 patients. Two aspects were evaluated during the 14‑day follow‑up period: i) The time for reaching a patient acceptable symptom state (PASS), and ii) the last day of each COVID‑19 symptom presentation. Adverse effects were evaluated. The clinical severity for all the patients in the study was mild (88.9%) and moderate (11.1%). The control (placebo) group achieved PASS on day 8.0±1.3, compared with day 4.4±0.8 in the mefenamic acid group (P=0.020, Kaplan‑Meier analyses using log‑rank tests). Patients that received mefenamic acid plus standard medical care had a ~16‑fold higher probability of achieving PASS on day 8 (adjusted RR, 15.57; 95% CI, 1.22‑198.71; P=0.035), compared with the placebo plus standard medical care group. All symptoms lasted for fewer days in the mefenamic acid group, compared with the placebo group; however, only the symptoms of headache (P=0.008), retro‑orbital eye pain (P=0.049), and sore throat (P=0.029) exhibited statistically significant differences. The experimental treatment produced no severe adverse effects. On the whole, the present study demonstrates that the administration of mefenamic acid markedly reduced the symptomatology and time to reach PASS in ambulatory patients with COVID‑19. Due to its probable antiviral effects and potent anti‑inflammatory mechanisms, mefenamic acid may prove to be useful in the treatment of COVID‑19, in combination with other drugs, including the new antivirals (remdesivir, molnupiravir, or favipiravir). However, future studies are also required to confirm these findings."
35194144,Combination of antiviral drugs inhibits SARS-CoV-2 polymerase and exonuclease and demonstrates COVID-19 therapeutic potential in viral cell culture.,"SARS-CoV-2 has an exonuclease-based proofreader, which removes nucleotide inhibitors such as Remdesivir that are incorporated into the viral RNA during replication, reducing the efficacy of these drugs for treating COVID-19. Combinations of inhibitors of both the viral RNA-dependent RNA polymerase and the exonuclease could overcome this deficiency. Here we report the identification of hepatitis C virus NS5A inhibitors Pibrentasvir and Ombitasvir as SARS-CoV-2 exonuclease inhibitors. In the presence of Pibrentasvir, RNAs terminated with the active forms of the prodrugs Sofosbuvir, Remdesivir, Favipiravir, Molnupiravir and AT-527 were largely protected from excision by the exonuclease, while in the absence of Pibrentasvir, there was rapid excision. Due to its unique structure, Tenofovir-terminated RNA was highly resistant to exonuclease excision even in the absence of Pibrentasvir. Viral cell culture studies also demonstrate significant synergy using this combination strategy. This study supports the use of combination drugs that inhibit both the SARS-CoV-2 polymerase and exonuclease for effective COVID-19 treatment."
35458571,Lethal Mutagenesis of RNA Viruses and Approved Drugs with Antiviral Mutagenic Activity.,"In RNA viruses, a small increase in their mutation rates can be sufficient to exceed their threshold of viability. Lethal mutagenesis is a therapeutic strategy based on the use of mutagens, driving viral populations to extinction. Extinction catastrophe can be experimentally induced by promutagenic nucleosides in cell culture models. The loss of HIV infectivity has been observed after passage in 5-hydroxydeoxycytidine or 5,6-dihydro-5-aza-2'-deoxycytidine while producing a two-fold increase in the viral mutation frequency. Among approved nucleoside analogs, experiments with polioviruses and other RNA viruses suggested that ribavirin can be mutagenic, although its mechanism of action is not clear. Favipiravir and molnupiravir exert an antiviral effect through lethal mutagenesis. Both drugs are broad-spectrum antiviral agents active against RNA viruses. Favipiravir incorporates into viral RNA, affecting the G→A and C→U transition rates. Molnupiravir (a prodrug of β-d-N(4)-hydroxycytidine) has been recently approved for the treatment of SARS-CoV-2 infection. Its triphosphate derivative can be incorporated into viral RNA and extended by the coronavirus RNA polymerase. Incorrect base pairing and inefficient extension by the polymerase promote mutagenesis by increasing the G→A and C→U transition frequencies. Despite having remarkable antiviral action and resilience to drug resistance, carcinogenic risks and genotoxicity are important concerns limiting their extended use in antiviral therapy."
35215963,Characterization of the First SARS-CoV-2 Isolates from Aotearoa New Zealand as Part of a Rapid Response to the COVID-19 Pandemic.,"SARS-CoV-2, the virus responsible for the COVID-19 pandemic, has wreaked havoc across the globe for the last two years. More than 300 million cases and over 5 million deaths later, we continue battling the first real pandemic of the 21st century. SARS-CoV-2 spread quickly, reaching most countries within the first half of 2020, and New Zealand was not an exception. Here, we describe the first isolation and characterization of SARS-CoV-2 variants during the initial virus outbreak in New Zealand. Patient-derived nasopharyngeal samples were used to inoculate Vero cells and, three to four days later, a cytopathic effect was observed in seven viral cultures. Viral growth kinetics was characterized using Vero and VeroE6/TMPRSS2 cells. The identity of the viruses was verified by RT-qPCR, Western blot, indirect immunofluorescence assays, and electron microscopy. Whole-genome sequences were analyzed using two different yet complementary deep sequencing platforms (MiSeq/Illumina and Ion PGM™/Ion Torrent™), classifying the viruses as SARS-CoV-2 B.55, B.31, B.1, or B.1.369 based on the Pango Lineage nomenclature. All seven SARS-CoV-2 isolates were susceptible to remdesivir (EC(50) values from 0.83 to 2.42 µM) and β-D-N(4)-hydroxycytidine (molnupiravir, EC(50) values from 0.96 to 1.15 µM) but not to favipiravir (>10 µM). Interestingly, four SARS-CoV-2 isolates, carrying the D614G substitution originally associated with increased transmissibility, were more susceptible (2.4-fold) to a commercial monoclonal antibody targeting the spike glycoprotein than the wild-type viruses. Altogether, this seminal work allowed for early access to SARS-CoV-2 isolates in New Zealand, paving the way for numerous clinical and scientific research projects in the country, including the development and validation of diagnostic assays, antiviral strategies, and a national COVID-19 vaccine development program."
35285158,RNAi to treat SARS-CoV-2-variant proofing the next generation of therapies.,"There is an urgent need to bring new antivirals to SARS-CoV-2 to the market. Indeed, in the last 3 months, we have seen at least two new antivirals approved, molnupiravir and paxlovid. Both are older established antivirals that show some efficacy against SARS-CoV-2. The work by Chang et al (2022) in the current issue of EMBO Molecular Medicine explores the use of short interfering RNAs to directly target SARS-CoV-2 and shows that RNAi is an effective approach to reducing, or even eliminating viral replication, depending on the experimental setting. This antiviral effect results in significant prevention of infection-related pathology in animals. The key feature of this approach, besides its simplicity as naked siRNAs, is that all current variants are covered by this treatment."
35364019,Availability of oral antivirals against SARS-CoV-2 infection and the requirement for an ethical prescribing approach.,"The first two oral antivirals, molnupiravir and nirmatrelvir-ritonavir, are now becoming available in many countries. These medicines will be indicated to treat mild-to-moderate COVID-19 in non-hospitalised patients who are at high risk of progressing to severe COVID-19. These antivirals should be prescribed within 5 days of symptom onset, and after SARS-CoV-2 infection has been confirmed. However, the availability of these antivirals will be scarce for some time due to manufacturing constraints. Each country should establish a policy on the conditions under which these antivirals can be prescribed. Such a policy should be based on the fulfilment of five ethical elements: transparency, relevance, appeals, enforcement, and fairness. Following the principles of distributive justice, molnupiravir and nirmatrelvir-ritonavir should be prescribed according to a hierarchy of predicted efficacy, ideally on the basis of an evidence-based scoring system. The placebo-controlled randomised trials that supported the temporary authorisation of these two antivirals were conducted in unvaccinated patients with COVID-19, so an evidence-based prescription practice would only use these drugs for unvaccinated patients until further data become available. However, in the countries that authorised these antivirals in 2021 (the UK and the USA), both vaccinated and unvaccinated patients meeting particular requirements have access to these antivirals. Due to the complexity of prioritisation, national health authorities should start issuing their draft policies as soon as possible and these policies should be regularly updated. The effectiveness of these antivirals against the omicron variant of SARS-CoV-2 must be urgently assessed. Once implemented, molnupiravir and nirmatrelvir-ritonavir must show their effectiveness and safety in the real world, and health systems must be adequately adapted for the correct use of these antivirals."
35075452,SARS-CoV-2 Omicron spike mediated immune escape and tropism shift.,"The SARS-CoV-2 Omicron BA.1 variant emerged in late 2021 and is characterised by multiple spike mutations across all spike domains. Here we show that Omicron BA.1 has higher affinity for ACE2 compared to Delta, and confers very significant evasion of therapeutic monoclonal and vaccine-elicited polyclonal neutralising antibodies after two doses. mRNA vaccination as a third vaccine dose rescues and broadens neutralisation. Importantly, antiviral drugs remdesevir and molnupiravir retain efficacy against Omicron BA.1. We found that in human nasal epithelial 3D cultures replication was similar for both Omicron and Delta. However, in lower airway organoids, Calu-3 lung cells and gut adenocarcinoma cell lines live Omicron virus demonstrated significantly lower replication in comparison to Delta. We noted that despite presence of mutations predicted to favour spike S1/S2 cleavage, the spike protein is less efficiently cleaved in live Omicron virions compared to Delta virions. We mapped the replication differences between the variants to entry efficiency using spike pseudotyped virus (PV) entry assays. The defect for Omicron PV in specific cell types correlated with higher cellular RNA expression of TMPRSS2, and accordingly knock down of TMPRSS2 impacted Delta entry to a greater extent as compared to Omicron. Furthermore, drug inhibitors targeting specific entry pathways demonstrated that the Omicron spike inefficiently utilises the cellular protease TMPRSS2 that mediates cell entry via plasma membrane fusion. Instead, we demonstrate that Omicron spike has greater dependency on cell entry via the endocytic pathway requiring the activity of endosomal cathepsins to cleave spike. Consistent with suboptimal S1/S2 cleavage and inability to utilise TMPRSS2, syncytium formation by the Omicron spike was dramatically impaired compared to the Delta spike. Overall, Omicron appears to have gained significant evasion from neutralising antibodies whilst maintaining sensitivity to antiviral drugs targeting the polymerase. Omicron has shifted cellular tropism away from TMPRSS2 expressing cells that are enriched in cells found in the lower respiratory and GI tracts, with implications for altered pathogenesis."
35336208,Ivermectin Does Not Protect against SARS-CoV-2 Infection in the Syrian Hamster Model.,"Ivermectin, an FDA-approved antiparasitic drug, has been reported to have in vitro activity against SARS-CoV-2. Increased off-label use of ivermectin for COVID-19 has been reported. We here assessed the effect of ivermectin in Syrian hamsters infected with the SARS-CoV-2 Beta (B.1.351) variant. Infected animals received a clinically relevant dose of ivermectin (0.4 mg/kg subcutaneously dosed) once daily for four consecutive days after which the effect was quantified. Ivermectin monotherapy did not reduce lung viral load and even significantly worsened SARS-CoV-2-induced lung pathology. Additionally, it did not potentiate the activity of molnupiravir (Lagevrio(TM)) when combined with this drug. This study contributes to the growing body of evidence that ivermectin does not result in a beneficial effect in the treatment of COVID-19. These findings are important given the increasing, dangerous off-label use of ivermectin for the treatment of COVID-19."
35266905,"Advances in the epidemiology, clinical features, diagnosis, clinical management and prevention of coronavirus disease 2019.","PURPOSE OF REVIEW: The current article reviews the latest information on the epidemiology, clinical features, diagnostics, clinical management and prevention of coronavirus disease 2019 (COVID-19). RECENT FINDINGS: Atypical pneumonia due to severe acute respiratory syndrome coronavirus-2 emerged in December 2019 in a market in Wuhan, China and rapidly evolved into a pandemic in March 2020. Viral loads of patients with COVID-19 peak in the first week of illness around day 2-4 and hence there is very high-transmission potential causing community outbreaks. Asymptomatic and presymptomatic transmission is a hallmark of COVID-19. Several variants of concern (VOC) have emerged over the last 2 years and Omicron is the predominant variant in many countries. PCR is the standard diagnostic test while rapid antigen test is a useful supplementary test. Serology tests provide indirect evidence of infection 1-2 weeks after the onset of symptoms. Molnupiravir and nirmatrelvir are oral antiviral agents that may reduce the risk of hospitalization and deaths if administered early to high-risk subjects. Remdesivir, baricitinib, anti-IL-6 tocilizumab and dexamethasone are frequently used for treatment of patients with respiratory failure. SUMMARY: COVID-19 pandemic progresses relentlessly with substantial morbidity and mortality especially in unvaccinated subjects. Mass COVID-19 vaccinations are the most important measure for control of the COVID-19 pandemic."
35040187,A comprehensive update on the structure and synthesis of potential drug targets for combating the coronavirus pandemic caused by SARS-CoV-2.,"The outbreak of the coronavirus pandemic COVID-19 created by its severe acute respiratory syndrome corona virus-2 (SARS-CoV-2) variant, known for producing a very severe acute respiratory syndrome, has created an unprecedented situation by its continual assault around the world. The crisis caused by the SARS-CoV-2 variant has been a global challenge, calling to mitigate this unprecedented pandemic that has engulfed the whole world. Since the outbreak and spread of COVID-19, many researchers globally have been grappling to find new clinically trialed active drugs with anti-COVID-19 activity, from antimalarial drugs to JAK inhibitors, antiviral drugs, immune suppressants, and so forth. This article presents a brief discussion on the activity and synthesis of some active molecules such as favipiravir, hydroxychloroquine, pirfenidone, remdesivir, lopinavir, camostat, chloroquine, baricitinib, molnupiravir, and so forth, which are under trial."
35145998,Structural Insights Into Tautomeric Dynamics in Nucleic Acids and in Antiviral Nucleoside Analogs.,"DNA (2'-deoxyribonucleic acid) and RNA (ribonucleic acid) play diverse functional roles in biology and disease. Despite being comprised primarily of only four cognate nucleobases, nucleic acids can adopt complex three-dimensional structures, and RNA in particular, can catalyze biochemical reactions to regulate a wide variety of biological processes. Such chemical versatility is due in part to the phenomenon of nucleobase tautomerism, whereby the bases can adopt multiple, yet distinct isomeric forms, known as tautomers. For nucleobases, tautomers refer to structural isomers that differ from one another by the position of protons. By altering the position of protons on nucleobases, many of which play critical roles for hydrogen bonding and base pairing interactions, tautomerism has profound effects on the biochemical processes involving nucleic acids. For example, the transient formation of minor tautomers during replication could generate spontaneous mutations. These mutations could arise from the stabilization of mismatches, in the active site of polymerases, in conformations involving minor tautomers that are indistinguishable from canonical base pairs. In this review, we discuss the evidence for tautomerism in DNA, and its consequences to the fidelity of DNA replication. Also reviewed are RNA systems, such as the riboswitches and self-cleaving ribozymes, in which tautomerism plays a functional role in ligand recognition and catalysis, respectively. We also discuss tautomeric nucleoside analogs that are efficacious as antiviral drug candidates such as molnupiravir for coronaviruses and KP1212 for HIV. The antiviral efficacy of these analogs is due, in part, to their ability to exist in multiple tautomeric forms and induce mutations in the replicating viral genomes. From a technical standpoint, minor tautomers of nucleobases are challenging to identify directly because they are rare and interconvert on a fast, millisecond to nanosecond, time scale. Nevertheless, many approaches including biochemical, structural, computational and spectroscopic methods have been developed to study tautomeric dynamics in RNA and DNA systems, and in antiviral nucleoside analogs. An overview of these methods and their applications is included here."
35223088,Thermodynamic and structural insights into the repurposing of drugs that bind to SARS-CoV-2 main protease.,"Although researchers have been working tirelessly since the COVID-19 outbreak, so far only three drugs - remdesivir, ronapreve and molnupiravir - have been approved for use in some countries which directly target the SARS-CoV-2 virus. Given the slow pace and substantial costs of new drug discovery and development, together with the urgency of the matter, repurposing of existing drugs for the ongoing disease is an attractive proposition. In a recent study, a high-throughput X-ray crystallographic screen was performed for a selection of drugs which have been approved or are in clinical trials. Thirty-seven compounds have been identified from drug libraries all of which bind to the SARS-CoV-2 main protease (3CL(pro)). In the current study, we use molecular dynamics simulation and an ensemble-based free energy approach, namely, enhanced sampling of molecular dynamics with approximation of continuum solvent (ESMACS), to investigate a subset of the aforementioned compounds. The drugs studied here are highly diverse, interacting with different binding sites and/or subsites of 3CL(pro). The predicted free energies are compared with experimental results wherever they are available and they are found to be in excellent agreement. Our study also provides detailed energetic insights into the nature of the associated drug-protein binding, in turn shedding light on the design and discovery of potential drugs."
35249180,Different compounds against Angiotensin-Converting Enzyme 2 (ACE2) receptor potentially containing the infectivity of SARS-CoV-2: an in silico study.,"Novel SARS coronavirus or SARS-CoV-2 is a novel coronavirus that was identified and spread from Wuhan in 2019. On January 30th, the World Health Organization declared the coronavirus outbreak as a Global Public Health Emergency. Although Remdesivir and Molnupiravir are FDA-approved drugs for COVID-19, finding new efficient and low-cost antiviral drugs against COVID-19 for applying in more countries can still be helpful. One of the potential sources for finding new and low-cost drugs is the herbal compounds in addition to repurposing FDA-approved drugs. So, in this study, we focused on finding effective drug candidates against COVID-19 based on the computational approaches. As ACE2 serves as a critical receptor for cell entry of this virus. Inhibiting the binding site of SARS-CoV-2 on human ACE2 provides a promising therapeutic approach for developing drugs against SARS-CoV-2. Herein, we applied a bioinformatics approach to identify possible potential inhibitors of SARS-CoV-2. A library of FDA-approved compounds and five natural compounds was screened using Smina docking. Top-docking compounds are then applied in Molecular Dynamics (MD) simulation to assess the stability of ACE2-inhibitor complexes. Results indicate that Luteolin and Chrysin represent high conformation stability with ACE2 during 120 ns of Molecular Dynamics simulation. The binding free energies of Luteolin and Chrysin were calculated by the Molecular Mechanics/Poisson-Boltzmann Surface Area method (MM/PBSA) which confirmed the relative binding free energy of these drugs to ACE2 in favor of the effective binding. So, Luteolin and Chrysin could sufficiently interact with ACE2 and block the Spike binding pocket of ACE2 and can be a potential inhibitor against the binding of SARS-CoV-2 to ACE2 receptor which is an early stage of infection. Luteolin and Chrysin could be suggestive as beneficial compounds for preventing or reducing SARS-CoV-2 transmission and infection which need experimental work to prove."
35271914,Establishment of a stable SARS-CoV-2 replicon system for application in high-throughput screening.,"Experiments with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are limited by the need for biosafety level 3 (BSL3) conditions. A SARS-CoV-2 replicon system rather than an in vitro infection system is suitable for antiviral screening since it can be handled under BSL2 conditions and does not produce infectious particles. However, the reported replicon systems are cumbersome because of the need for transient transfection in each assay. In this study, we constructed a bacterial artificial chromosome vector (the replicon-BAC vector) including the SARS-CoV-2 replicon and a fusion gene encoding Renilla luciferase and neomycin phosphotransferase II, examined the antiviral effects of several known compounds, and then established a cell line stably harboring the replicon-BAC vector. Several cell lines transiently transfected with the replicon-BAC vector produced subgenomic replicon RNAs (sgRNAs) and viral proteins, and exhibited luciferase activity. In the transient replicon system, treatment with remdesivir or interferon-β but not with camostat or favipiravir suppressed the production of viral agents and luciferase, indicating that luciferase activity corresponds to viral replication. VeroE6/Rep3, a stable replicon cell line based on VeroE6 cells, was successfully established and continuously produced viral proteins, sgRNAs and luciferase, and their production was suppressed by treatment with remdesivir or interferon-β. Molnupiravir, a novel coronavirus RdRp inhibitor, inhibited viral replication more potently in VeroE6/Rep3 cells than in VeroE6-based transient replicon cells. In summary, our stable replicon system will be a powerful tool for the identification of SARS-CoV-2 antivirals through high-throughput screening."
35352546,"Management of SARS-CoV-2 infection: recommendations of the Polish Association of Epidemiologists and Infectiologists as of February 23, 2022.","The first Polish recommendations regarding the management of patients with COVID-19 were published by the Polish Society of Epidemiologists and Infectiologists (PTEiLChZ) on March 31, 2020, and the last annex was dated November 12, 2021. The ongoing state of pandemic, the emergence of new variants of the virus, and the availability of new drugs necessitate their updating. Changes introduced in the current version of recommendations for the management of COVID-19 comprised the possibility of using remedesivir in an outpatient setting, previously reserved for inpatient treatment, as well as other antiviral drugs-molnupiravir and nirmatrelvir / ritonavir. We revised the possibility of using monoclonal antibodies due to the resistance of the currently dominant Omicron variant. Anakinra, an antagonist of interleukin 1 receptors, has been added as a treatment option in advanced stages of the disease, and the recommended daily dose of glucocorticosteroids used in the most severe forms of COVID-19 has been increased. Information on vaccination and pre-exposure prophylaxis in specific populations has also been updated."
35033572,Very low levels of remdesivir resistance in SARS-COV-2 genomes after 18 months of massive usage during the COVID19 pandemic: A GISAID exploratory analysis.,"Massive usage of antiviral compounds during a pandemic creates an ideal ground for emergence of resistant strains. Remdesivir, a broad-spectrum inhibitor of the viral RNA-dependent RNA polymerase (RdRp), was extensively prescribed under emergency use authorization during the first 18 months of the COVID19 pandemic, before randomized controlled trials showed poor efficacy in hospitalized patients. RdRp mutations conferring resistance to remdesivir are well known from in vitro studies, and the huge SARS-CoV-2 sequencing effort during the ongoing COVID19 pandemic represents an unprecedented opportunity to assess emergence and fitness of antiviral resistance in vivo. We mined the GISAID database to extrapolate the frequency of remdesivir escape mutations. Our analysis reveals very low levels of remdesivir resistance worldwide despite massive usage."
